,Sentence,subject,predicate,arguments,tokens
5735,"Unfortunately, our partners from 1991 are not willing to shoulder the burden of this new venture, which in its upcoming phase may cost the sum of 100 billion to 200 billion dollars ($100,000,000,000 - $200,000,000,000), both in the initial acquisition and in long-term management.",['our partners from which'],['shoulder cost'],['the burden of the sum of'],"['Unfortunately', ',', 'our', 'partners', 'from', '1991', 'are', 'not', 'willing', 'to', 'shoulder', 'the', 'burden', 'of', 'this', 'new', 'venture', ',', 'which', 'in', 'its', 'upcoming', 'phase', 'may', 'cost', 'the', 'sum', 'of', '100', 'billion', 'to', '200', 'billion', 'dollars', '(', '$', '100,000,000,000', '-', '$', '200,000,000,000', ')', ',', 'both', 'in', 'the', 'initial', 'acquisition', 'and', 'in', 'long', '-', 'term', 'management', '.']"
5736,"Without the funds from our 1991 partners, we would not be able to acquire the oil revenue trapped within Iraq.",['we'],['acquire trapped'],['the oil revenue trapped'],"['Without', 'the', 'funds', 'from', 'our', '1991', 'partners', ',', 'we', 'would', 'not', 'be', 'able', 'to', 'acquire', 'the', 'oil', 'revenue', 'trapped', 'within', 'Iraq', '.']"
5737,That is why my family and our colleagues are urgently seeking your gracious assistance.,['that my family and colleagues'],['seeking'],['your gracious assistance'],"['That', 'is', 'why', 'my', 'family', 'and', 'our', 'colleagues', 'are', 'urgently', 'seeking', 'your', 'gracious', 'assistance', '.']"
5738,"Our distinguished colleagues in this business transaction include the sitting vice-president of the United States of America, Richard Cheney, who is an original partner in the Iraq venture and former head of the Halliburton oil company, and Condoleeza Rice, whose professional dedication to the venture was demonstrated in the naming of a Chevron oil tanker after her.",['our distinguished colleagues in who whose professional dedication to'],['include sitting demonstrated'],"['the sitting vice - president of , cheney an original partner in and head']","['Our', 'distinguished', 'colleagues', 'in', 'this', 'business', 'transaction', 'include', 'the', 'sitting', 'vice', '-', 'president', 'of', 'the', 'United', 'States', 'of', 'America', ',', 'Richard', 'Cheney', ',', 'who', 'is', 'an', 'original', 'partner', 'in', 'the', 'Iraq', 'venture', 'and', 'former', 'head', 'of', 'the', 'Halliburton', 'oil', 'company', ',', 'and', 'Condoleeza', 'Rice', ',', 'whose', 'professional', 'dedication', 'to', 'the', 'venture', 'was', 'demonstrated', 'in', 'the', 'naming', 'of', 'a', 'Chevron', 'oil', 'tanker', 'after', 'her', '.']"
5739,I would beseech you to transfer a sum equaling ten to twenty-five percent(10-25 %) of your yearly income to our account to aid in this important venture.,['i'],['beseech transfer equaling aid'],['you a sum equaling five percent(10 - % ) of'],"['I', 'would', 'beseech', 'you', 'to', 'transfer', 'a', 'sum', 'equaling', 'ten', 'to', 'twenty', '-', 'five', 'percent(10', '-', '25', '%', ')', 'of', 'your', 'yearly', 'income', 'to', 'our', 'account', 'to', 'aid', 'in', 'this', 'important', 'venture', '.']"
5740,The Internal Revenue Service of the United States of America will function as our trusted intermediary.,['the revenue service of'],['function trusted'],[''],"['The', 'Internal', 'Revenue', 'Service', 'of', 'the', 'United', 'States', 'of', 'America', 'will', 'function', 'as', 'our', 'trusted', 'intermediary', '.']"
5741,I propose that you make this transfer before the fifteenth (15th) of the month of April.,['i you'],['propose make'],['this transfer'],"['I', 'propose', 'that', 'you', 'make', 'this', 'transfer', 'before', 'the', 'fifteenth', '(', '15th', ')', 'of', 'the', 'month', 'of', 'April', '.']"
5742,I know that a transaction of this magnitude would make anyone apprehensive and worried.,['i a transaction of anyone'],['know make apprehensive'],[''],"['I', 'know', 'that', 'a', 'transaction', 'of', 'this', 'magnitude', 'would', 'make', 'anyone', 'apprehensive', 'and', 'worried', '.']"
5743,But I am assuring you that all will be well at the end of the day.,['i all'],['assuring'],['you'],"['But', 'I', 'am', 'assuring', 'you', 'that', 'all', 'will', 'be', 'well', 'at', 'the', 'end', 'of', 'the', 'day', '.']"
5744,"A bold step taken shall not be regretted, I assure you.",['a bold step taken i'],['taken regretted assure'],['you'],"['A', 'bold', 'step', 'taken', 'shall', 'not', 'be', 'regretted', ',', 'I', 'assure', 'you', '.']"
5745,Please do be informed that this business transaction is 100% legal.,['this business transaction'],['informed'],[''],"['Please', 'do', 'be', 'informed', 'that', 'this', 'business', 'transaction', 'is', '100', '%', 'legal', '.']"
5746,"If you do not wish to co-operate in this transaction, please contact our intermediary representatives to further discuss the matter.",['you'],['wish co - operate contact discuss'],['our intermediary representatives the matter'],"['If', 'you', 'do', 'not', 'wish', 'to', 'co', '-', 'operate', 'in', 'this', 'transaction', ',', 'please', 'contact', 'our', 'intermediary', 'representatives', 'to', 'further', 'discuss', 'the', 'matter', '.']"
5747,I pray that you understand our plight.,['i you'],['pray understand'],['our plight'],"['I', 'pray', 'that', 'you', 'understand', 'our', 'plight', '.']"
5748,My family and our colleagues will be forever grateful.,['my family and colleagues'],[''],[''],"['My', 'family', 'and', 'our', 'colleagues', 'will', 'be', 'forever', 'grateful', '.']"
5749,Please reply in strict confidence to the contact numbers below.,[''],['reply'],[''],"['Please', 'reply', 'in', 'strict', 'confidence', 'to', 'the', 'contact', 'numbers', 'below', '.']"
5750,"Sincerely with warm regards,",[''],[''],[''],"['Sincerely', 'with', 'warm', 'regards', ',']"
5751,George Walker Bush Switchboard: 202.456.1414 Comments: 202.456.1111 Fax: 202.456.2461 e-mail: presid...@whitehouse.gov,[''],[''],[''],"['George', 'Walker', 'Bush', 'Switchboard', ':', '202.456.1414', 'Comments', ':', '202.456.1111', 'Fax', ':', '202.456.2461', 'e', '-', 'mail', ':', 'presid...@whitehouse.gov']"
5752,US battles to save storm victims,[''],['save'],['storm victims'],"['US', 'battles', 'to', 'save', 'storm', 'victims']"
5753,Watch the airlift,[''],['watch'],['the airlift'],"['Watch', 'the', 'airlift']"
5754,"Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.",['emergency teams in'],['battling reach hit'],['survivors of the country'],"['Emergency', 'teams', 'in', 'the', 'southern', 'US', 'are', 'battling', 'to', 'reach', 'survivors', 'of', 'Hurricane', 'Katrina', ',', 'the', 'most', 'destructive', 'storm', 'to', 'hit', 'the', 'country', 'in', 'decades', '.']"
5755,"Hundreds of people are feared dead in Mississippi, and the Louisiana city of New Orleans is badly flooded.",['hundreds of the louisiana city of'],['feared flooded'],['dead'],"['Hundreds', 'of', 'people', 'are', 'feared', 'dead', 'in', 'Mississippi', ',', 'and', 'the', 'Louisiana', 'city', 'of', 'New', 'Orleans', 'is', 'badly', 'flooded', '.']"
5756,The city mayor said rescuers were unable to retrieve the dead.,['the city mayor rescuers'],['said retrieve'],['the dead'],"['The', 'city', 'mayor', 'said', 'rescuers', 'were', 'unable', 'to', 'retrieve', 'the', 'dead', '.']"
5757,"""They're just pushing them aside,"" he said.",['they he'],['pushing said'],['them'],"['""', 'They', ""'re"", 'just', 'pushing', 'them', 'aside', ',', '""', 'he', 'said', '.']"
5758,"Amid worsening conditions, officials plan to evacuate a New Orleans stadium where up to 20,000 people took shelter.","['officials 20,000 people']",['worsening plan evacuate took'],['a orleans stadium took shelter'],"['Amid', 'worsening', 'conditions', ',', 'officials', 'plan', 'to', 'evacuate', 'a', 'New', 'Orleans', 'stadium', 'where', 'up', 'to', '20,000', 'people', 'took', 'shelter', '.']"
5759,"The Superdome stadium is without power, and toilets are overflowing.",['the superdome stadium toilets'],['overflowing'],[''],"['The', 'Superdome', 'stadium', 'is', 'without', 'power', ',', 'and', 'toilets', 'are', 'overflowing', '.']"
5760,Map of central New Orleans,[''],[''],[''],"['Map', 'of', 'central', 'New', 'Orleans']"
5761,"""It's a very, very desperate situation,"" Louisiana Governor Kathleen Blanco said.",['it governor kathleen blanco'],['said'],['a desperate situation'],"['""', 'It', ""'s"", 'a', 'very', ',', 'very', 'desperate', 'situation', ',', '""', 'Louisiana', 'Governor', 'Kathleen', 'Blanco', 'said', '.']"
5762,[an error occurred while processing this directive],['an error'],['occurred processing'],['this directive'],"['[', 'an', 'error', 'occurred', 'while', 'processing', 'this', 'directive', ']']"
5763,"One resident of New Orleans said escaping from the storm was ""hell"".",['one resident of escaping from'],['said escaping'],['hell'],"['One', 'resident', 'of', 'New', 'Orleans', 'said', 'escaping', 'from', 'the', 'storm', 'was', '""', 'hell', '""', '.']"
5764,"""We were screaming, hollering, flashing lights.",['we'],['screaming hollering flashing'],['lights'],"['""', 'We', 'were', 'screaming', ',', 'hollering', ',', 'flashing', 'lights', '.']"
5765,"It was complete chaos,"" Kioka Williams told the Associated Press news agency.",['it kioka williams'],['told'],['complete chaos the press news agency'],"['It', 'was', 'complete', 'chaos', ',', '""', 'Kioka', 'Williams', 'told', 'the', 'Associated', 'Press', 'news', 'agency', '.']"
5766,She had to hack her way through the ceiling of her beauty shop as flood waters rose in the city of half a million people - much of which lies below sea level.,['she flood waters much of'],['had hack rose lies'],['her way'],"['She', 'had', 'to', 'hack', 'her', 'way', 'through', 'the', 'ceiling', 'of', 'her', 'beauty', 'shop', 'as', 'flood', 'waters', 'rose', 'in', 'the', 'city', 'of', 'half', 'a', 'million', 'people', '-', 'much', 'of', 'which', 'lies', 'below', 'sea', 'level', '.']"
5767,Flooding,[''],['flooding'],[''],['Flooding']
5768,"Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.",['walls keeping emergency teams'],['keeping shaped breached using drop'],['water helicopters'],"['Walls', 'keeping', 'water', 'out', 'of', 'the', 'bowl', '-', 'shaped', 'city', 'have', 'been', 'breached', ',', 'and', 'emergency', 'teams', 'are', 'using', 'helicopters', 'to', 'drop', '1,350', 'kg', '(', '3,000', 'lb', ')', 'sandbags', 'and', 'concrete', 'barriers', 'into', 'the', 'gaps', '.']"
5769,"Before the phones went, I was told [my family in Biloxi] had lost their roof, barn, 2 oak trees and many pines and they were letting in water",['the phones i they'],['went told lost letting'],['my family in their roof'],"['Before', 'the', 'phones', 'went', ',', 'I', 'was', 'told', '[', 'my', 'family', 'in', 'Biloxi', ']', 'had', 'lost', 'their', 'roof', ',', 'barn', ',', '2', 'oak', 'trees', 'and', 'many', 'pines', 'and', 'they', 'were', 'letting', 'in', 'water']"
5770,"Natalie McVeigh Oakley, England",[''],[''],[''],"['Natalie', 'McVeigh', 'Oakley', ',', 'England']"
5771,Your Katrina experiences,['your katrina'],['experiences'],[''],"['Your', 'Katrina', 'experiences']"
5772,Blogging Katrina,[''],[''],[''],"['Blogging', 'Katrina']"
5773,"New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.",['mayor ray nagin 80 % of'],['said submerged'],[''],"['New', 'Orleans', 'mayor', 'Ray', 'Nagin', 'said', 'up', 'to', '80', '%', 'of', 'the', 'city', 'was', 'submerged', ',', 'in', 'some', 'cases', 'by', 'waters', '6', 'm', '(', '20', 'ft', ')', 'deep', '.']"
5774,He warned water levels could still rise.,['he water levels'],['warned rise'],[''],"['He', 'warned', 'water', 'levels', 'could', 'still', 'rise', '.']"
5775,"""Some sections of the city which are dry now could see nine or 10 feet (some 3m) of water,"" he said.",['some sections of which he'],['see said'],['nine feet ( 3 m ) of'],"['""', 'Some', 'sections', 'of', 'the', 'city', 'which', 'are', 'dry', 'now', 'could', 'see', 'nine', 'or', '10', 'feet', '(', 'some', '3', 'm', ')', 'of', 'water', ',', '""', 'he', 'said', '.']"
5776,"The US Army Corps of Engineers says it could take a month to clear the flood waters, and the government's disaster relief agency has urged evacuees not to try to get back to their homes.",['the us army corps of it government relief agency'],['says take clear urged try get'],['a month the flood waters evacuees'],"['The', 'US', 'Army', 'Corps', 'of', 'Engineers', 'says', 'it', 'could', 'take', 'a', 'month', 'to', 'clear', 'the', 'flood', 'waters', ',', 'and', 'the', 'government', ""'s"", 'disaster', 'relief', 'agency', 'has', 'urged', 'evacuees', 'not', 'to', 'try', 'to', 'get', 'back', 'to', 'their', 'homes', '.']"
5777,The BBC's Alastair Leithead in New Orleans says there is panic as vital supplies run out.,['bbc alastair leithead in there vital supplies'],['says is run'],['panic'],"['The', 'BBC', ""'s"", 'Alastair', 'Leithead', 'in', 'New', 'Orleans', 'says', 'there', 'is', 'panic', 'as', 'vital', 'supplies', 'run', 'out', '.']"
5778,Heavily armed police have been trying to impose a form of martial law to stem outbreaks of looting.,['armed police'],['trying impose stem looting'],['a form of outbreaks of'],"['Heavily', 'armed', 'police', 'have', 'been', 'trying', 'to', 'impose', 'a', 'form', 'of', 'martial', 'law', 'to', 'stem', 'outbreaks', 'of', 'looting', '.']"
5779,"While some looters are stealing non-essential goods, others are simply trying to find food and water.",['some looters others'],['stealing trying find'],['non - essential goods food and water'],"['While', 'some', 'looters', 'are', 'stealing', 'non', '-', 'essential', 'goods', ',', 'others', 'are', 'simply', 'trying', 'to', 'find', 'food', 'and', 'water', '.']"
5780,'Hundreds dead',[''],[''],[''],"[""'"", 'Hundreds', 'dead', ""'""]"
5781,The situation appears to be even worse in Mississippi.,['the situation'],['appears'],[''],"['The', 'situation', 'appears', 'to', 'be', 'even', 'worse', 'in', 'Mississippi', '.']"
5782,"""You're going to be looking at hundreds dead along the coast,"" a state official said.",['you a state official'],['going looking said'],[''],"['""', 'You', ""'re"", 'going', 'to', 'be', 'looking', 'at', 'hundreds', 'dead', 'along', 'the', 'coast', ',', '""', 'a', 'state', 'official', 'said', '.']"
5783,[an error occurred while processing this directive],['an error'],['occurred processing'],['this directive'],"['[', 'an', 'error', 'occurred', 'while', 'processing', 'this', 'directive', ']']"
