,Sentence,tokens
8163,How can i make my Jack Dempsey reproduce?,"['How', 'can', 'i', 'make', 'my', 'Jack', 'Dempsey', 'reproduce', '?']"
8164,i have a Mature male and female they are together a lot but never laid eggs as far as i know can anyone help me figure out how to make them mate,"['i', 'have', 'a', 'Mature', 'male', 'and', 'female', 'they', 'are', 'together', 'a', 'lot', 'but', 'never', 'laid', 'eggs', 'as', 'far', 'as', 'i', 'know', 'can', 'anyone', 'help', 'me', 'figure', 'out', 'how', 'to', 'make', 'them', 'mate']"
8165,"He's the issue, you are trying to ""Make"" them mate.","['He', ""'s"", 'the', 'issue', ',', 'you', 'are', 'trying', 'to', '""', 'Make', '""', 'them', 'mate', '.']"
8166,This is like trying to Make 2 people get married.,"['This', 'is', 'like', 'trying', 'to', 'Make', '2', 'people', 'get', 'married', '.']"
8167,It doesn't work.,"['It', 'does', ""n't"", 'work', '.']"
8168,First you need a compatible pair.,"['First', 'you', 'need', 'a', 'compatible', 'pair', '.']"
8169,"Sounds like your 2 at least tolerate each other, so there is hope there.","['Sounds', 'like', 'your', '2', 'at', 'least', 'tolerate', 'each', 'other', ',', 'so', 'there', 'is', 'hope', 'there', '.']"
8170,"Then the need to be mature, that is, old enough, and big enough to breed.","['Then', 'the', 'need', 'to', 'be', 'mature', ',', 'that', 'is', ',', 'old', 'enough', ',', 'and', 'big', 'enough', 'to', 'breed', '.']"
8171,"This may be around 1/2 of their full adult size, probably 4-5"" for those guys.","['This', 'may', 'be', 'around', '1/2', 'of', 'their', 'full', 'adult', 'size', ',', 'probably', '4', '-', '5', '""', 'for', 'those', 'guys', '.']"
8172,Then the environment.,"['Then', 'the', 'environment', '.']"
8173,"Large tank, no annoying tankmates, perfect water conditons and really good feeding.","['Large', 'tank', ',', 'no', 'annoying', 'tankmates', ',', 'perfect', 'water', 'conditons', 'and', 'really', 'good', 'feeding', '.']"
8174,"The difference is what they need to live, VS what's ideal for them.","['The', 'difference', 'is', 'what', 'they', 'need', 'to', 'live', ',', 'VS', 'what', ""'s"", 'ideal', 'for', 'them', '.']"
8175,"Get that right, and they will mate when THEY are ready.","['Get', 'that', 'right', ',', 'and', 'they', 'will', 'mate', 'when', 'THEY', 'are', 'ready', '.']"
8176,"You can't MAKE them mate, you can only encourage them.","['You', 'ca', ""n't"", 'MAKE', 'them', 'mate', ',', 'you', 'can', 'only', 'encourage', 'them', '.']"
8177,Ian,['Ian']
8178,Jack Dempseys are not an easy cichlid to breed.,"['Jack', 'Dempseys', 'are', 'not', 'an', 'easy', 'cichlid', 'to', 'breed', '.']"
8179,Most of the time one is more interested in breeding than the other.,"['Most', 'of', 'the', 'time', 'one', 'is', 'more', 'interested', 'in', 'breeding', 'than', 'the', 'other', '.']"
8180,Bredders take the one that in not very interested and put it alone in a breeeding tank for 3-5 days.,"['Bredders', 'take', 'the', 'one', 'that', 'in', 'not', 'very', 'interested', 'and', 'put', 'it', 'alone', 'in', 'a', 'breeeding', 'tank', 'for', '3', '-', '5', 'days', '.']"
8181,"The tank should have a hide space big enough for one fish, or a few of them, but at least 1 cave big enough for two fish to fit in.","['The', 'tank', 'should', 'have', 'a', 'hide', 'space', 'big', 'enough', 'for', 'one', 'fish', ',', 'or', 'a', 'few', 'of', 'them', ',', 'but', 'at', 'least', '1', 'cave', 'big', 'enough', 'for', 'two', 'fish', 'to', 'fit', 'in', '.']"
8182,The p H should be 6.5-7.,"['The', 'p', 'H', 'should', 'be', '6.5', '-', '7', '.']"
8183,"Now feed the one in the breeding tank as much bloodworms, blackworms and/or earthworms as it can eat for 3-5 days.","['Now', 'feed', 'the', 'one', 'in', 'the', 'breeding', 'tank', 'as', 'much', 'bloodworms', ',', 'blackworms', 'and/or', 'earthworms', 'as', 'it', 'can', 'eat', 'for', '3', '-', '5', 'days', '.']"
8184,Then add the other mate.,"['Then', 'add', 'the', 'other', 'mate', '.']"
8185,They may not respond right away and they may fight so ther smaller one can fit in one of hide spaces if it gets attacked.,"['They', 'may', 'not', 'respond', 'right', 'away', 'and', 'they', 'may', 'fight', 'so', 'ther', 'smaller', 'one', 'can', 'fit', 'in', 'one', 'of', 'hide', 'spaces', 'if', 'it', 'gets', 'attacked', '.']"
8186,"When the males aggressive behavior stops, it is ready to spawn.","['When', 'the', 'males', 'aggressive', 'behavior', 'stops', ',', 'it', 'is', 'ready', 'to', 'spawn', '.']"
8187,The two lay their eggs inside the cave you made for them.,"['The', 'two', 'lay', 'their', 'eggs', 'inside', 'the', 'cave', 'you', 'made', 'for', 'them', '.']"
8188,Turn the water temp up to 82 degrees,"['Turn', 'the', 'water', 'temp', 'up', 'to', '82', 'degrees']"
8189,Please help with my cats bladder issue?,"['Please', 'help', 'with', 'my', 'cats', 'bladder', 'issue', '?']"
8190,I have a 1 1/2 year old female calico.,"['I', 'have', 'a', '1', '1/2', 'year', 'old', 'female', 'calico', '.']"
8191,When she was spayed the vet had a hard time because she only has one uterine horn and he said this could mean she only has on kidney.,"['When', 'she', 'was', 'spayed', 'the', 'vet', 'had', 'a', 'hard', 'time', 'because', 'she', 'only', 'has', 'one', 'uterine', 'horn', 'and', 'he', 'said', 'this', 'could', 'mean', 'she', 'only', 'has', 'on', 'kidney', '.']"
8192,Recently she has been peeing A LOT.,"['Recently', 'she', 'has', 'been', 'peeing', 'A', 'LOT', '.']"
8193,I'm talking soaking all the litter box and then some.,"['I', ""'m"", 'talking', 'soaking', 'all', 'the', 'litter', 'box', 'and', 'then', 'some', '.']"
8194,She is also peeing around the box and somehow it gets underneath.,"['She', 'is', 'also', 'peeing', 'around', 'the', 'box', 'and', 'somehow', 'it', 'gets', 'underneath', '.']"
8195,I don't have the money to take her to a vet right now but it's getting to be an issue.,"['I', 'do', ""n't"", 'have', 'the', 'money', 'to', 'take', 'her', 'to', 'a', 'vet', 'right', 'now', 'but', 'it', ""'s"", 'getting', 'to', 'be', 'an', 'issue', '.']"
8196,I have to scrub the floor 2-3 times a week now.,"['I', 'have', 'to', 'scrub', 'the', 'floor', '2', '-', '3', 'times', 'a', 'week', 'now', '.']"
8197,What could be the issue and can I try some home remedies first?,"['What', 'could', 'be', 'the', 'issue', 'and', 'can', 'I', 'try', 'some', 'home', 'remedies', 'first', '?']"
8198,I love her and want to help her but I don't know when I'll be able to take her to to vet :( please help.,"['I', 'love', 'her', 'and', 'want', 'to', 'help', 'her', 'but', 'I', 'do', ""n't"", 'know', 'when', 'I', ""'ll"", 'be', 'able', 'to', 'take', 'her', 'to', 'to', 'vet', ':(', 'please', 'help', '.']"
8199,"First of all, I am very sorry to hear you're having this issue with your cat. :(","['First', 'of', 'all', ',', 'I', 'am', 'very', 'sorry', 'to', 'hear', 'you', ""'re"", 'having', 'this', 'issue', 'with', 'your', 'cat', '.', ':(']"
8200,Frequent urination is a sign of several things.,"['Frequent', 'urination', 'is', 'a', 'sign', 'of', 'several', 'things', '.']"
8201,"Bladder or Urinary tract infections are two common ones, but these usually are frequent visits, with small amounts of urine being passed.","['Bladder', 'or', 'Urinary', 'tract', 'infections', 'are', 'two', 'common', 'ones', ',', 'but', 'these', 'usually', 'are', 'frequent', 'visits', ',', 'with', 'small', 'amounts', 'of', 'urine', 'being', 'passed', '.']"
8202,"If there is blood in the urine, or the cat seems to be in pain, then that is also a good indicator.","['If', 'there', 'is', 'blood', 'in', 'the', 'urine', ',', 'or', 'the', 'cat', 'seems', 'to', 'be', 'in', 'pain', ',', 'then', 'that', 'is', 'also', 'a', 'good', 'indicator', '.']"
8203,"But your cat is passing a LOT of urine, and this is bad.","['But', 'your', 'cat', 'is', 'passing', 'a', 'LOT', 'of', 'urine', ',', 'and', 'this', 'is', 'bad', '.']"
8204,"Given the chance your cat may only have one kidney, I would think the worst case scenario would be kidney disease, which untreated can lead to possible renal failure.","['Given', 'the', 'chance', 'your', 'cat', 'may', 'only', 'have', 'one', 'kidney', ',', 'I', 'would', 'think', 'the', 'worst', 'case', 'scenario', 'would', 'be', 'kidney', 'disease', ',', 'which', 'untreated', 'can', 'lead', 'to', 'possible', 'renal', 'failure', '.']"
8205,"Signs of this can be hard to spot, and if this is true in her case she will definitely need to see a vet.","['Signs', 'of', 'this', 'can', 'be', 'hard', 'to', 'spot', ',', 'and', 'if', 'this', 'is', 'true', 'in', 'her', 'case', 'she', 'will', 'definitely', 'need', 'to', 'see', 'a', 'vet', '.']"
8206,"Vomiting, bad breath, and listlessness.","['Vomiting', ',', 'bad', 'breath', ',', 'and', 'listlessness', '.']"
8207,Seizures will occur when the toxins that the kidney normally filters out are released into the blood stream.,"['Seizures', 'will', 'occur', 'when', 'the', 'toxins', 'that', 'the', 'kidney', 'normally', 'filters', 'out', 'are', 'released', 'into', 'the', 'blood', 'stream', '.']"
8208,"I know you are very worried, but getting her to the vet is the best thing you can do for her.","['I', 'know', 'you', 'are', 'very', 'worried', ',', 'but', 'getting', 'her', 'to', 'the', 'vet', 'is', 'the', 'best', 'thing', 'you', 'can', 'do', 'for', 'her', '.']"
8209,In the meantime make sure she had plenty of water available to her.,"['In', 'the', 'meantime', 'make', 'sure', 'she', 'had', 'plenty', 'of', 'water', 'available', 'to', 'her', '.']"
8210,I want to apply for canada skilled immigeration program.,"['I', 'want', 'to', 'apply', 'for', 'canada', 'skilled', 'immigeration', 'program', '.']"
8211,I got only 63 points while 67 minimunm is requirement.?,"['I', 'got', 'only', '63', 'points', 'while', '67', 'minimunm', 'is', 'requirement', '.', '?']"
8212,Can i apply with 63 points?,"['Can', 'i', 'apply', 'with', '63', 'points', '?']"
8213,"According to the Citizenship and Immigration Canada web site at http://www.cic.gc.ca/english/immigrate/skilled/assess/index.asp , it states ""Note: you must meet the minimum requirements for your application to be eligible for processing.""","['According', 'to', 'the', 'Citizenship', 'and', 'Immigration', 'Canada', 'web', 'site', 'at', 'http://www.cic.gc.ca/english/immigrate/skilled/assess/index.asp', ',', 'it', 'states', '""', 'Note', ':', 'you', 'must', 'meet', 'the', 'minimum', 'requirements', 'for', 'your', 'application', 'to', 'be', 'eligible', 'for', 'processing', '.', '""']"
8214,"HOWEVER ... that same web page also states that ""The current pass mark is 67.","['HOWEVER', '...', 'that', 'same', 'web', 'page', 'also', 'states', 'that', '""', 'The', 'current', 'pass', 'mark', 'is', '67', '.']"
8215,The pass mark could change.,"['The', 'pass', 'mark', 'could', 'change', '.']"
8216,"You should check for updated information on a regular basis.""","['You', 'should', 'check', 'for', 'updated', 'information', 'on', 'a', 'regular', 'basis', '.', '""']"
8217,The Skilled Worker category was my first attempt at permanent residency.,"['The', 'Skilled', 'Worker', 'category', 'was', 'my', 'first', 'attempt', 'at', 'permanent', 'residency', '.']"
8218,"And between the time I began my research and the time I applied, the minimum score did change once.","['And', 'between', 'the', 'time', 'I', 'began', 'my', 'research', 'and', 'the', 'time', 'I', 'applied', ',', 'the', 'minimum', 'score', 'did', 'change', 'once', '.']"
8219,"Unfortunately, both minimums were above my score.","['Unfortunately', ',', 'both', 'minimums', 'were', 'above', 'my', 'score', '.']"
8220,But I got lucky because I qualified under another category to become a permanent resident.,"['But', 'I', 'got', 'lucky', 'because', 'I', 'qualified', 'under', 'another', 'category', 'to', 'become', 'a', 'permanent', 'resident', '.']"
8221,So keep checking at least on a weekly basis.,"['So', 'keep', 'checking', 'at', 'least', 'on', 'a', 'weekly', 'basis', '.']"
8222,GOOD NEWS ... I found a web page run by Canadian Immigration Lawyers at http://www.canadavisa.com/canadian-immigration-faq-skilled-workers.html .,"['GOOD', 'NEWS', '...', 'I', 'found', 'a', 'web', 'page', 'run', 'by', 'Canadian', 'Immigration', 'Lawyers', 'at', 'http://www.canadavisa.com/canadian-immigration-faq-skilled-workers.html', '.']"
8223,Here is what they posted there,"['Here', 'is', 'what', 'they', 'posted', 'there']"
8224,4. May I qualify under the Skilled Worker category even if I score less than 67 points?,"['4', '.', 'May', 'I', 'qualify', 'under', 'the', 'Skilled', 'Worker', 'category', 'even', 'if', 'I', 'score', 'less', 'than', '67', 'points', '?']"
8225,"If the Canadian Immigration Visa Officer believes that the point total does not accurately reflect your ability to become economically established in Canada, the Canadian Immigration Visa Officer may use his or her positive discretion (referred to as substituted evaluation) and approve your application even though you score less than 67 points.","['If', 'the', 'Canadian', 'Immigration', 'Visa', 'Officer', 'believes', 'that', 'the', 'point', 'total', 'does', 'not', 'accurately', 'reflect', 'your', 'ability', 'to', 'become', 'economically', 'established', 'in', 'Canada', ',', 'the', 'Canadian', 'Immigration', 'Visa', 'Officer', 'may', 'use', 'his', 'or', 'her', 'positive', 'discretion', '(', 'referred', 'to', 'as', 'substituted', 'evaluation', ')', 'and', 'approve', 'your', 'application', 'even', 'though', 'you', 'score', 'less', 'than', '67', 'points', '.']"
8226,Read the full answer at that web page for conditions.,"['Read', 'the', 'full', 'answer', 'at', 'that', 'web', 'page', 'for', 'conditions', '.']"
8227,Sure you can apply.,"['Sure', 'you', 'can', 'apply', '.']"
8228,The points system acts as a guide to sort out the best candidates.,"['The', 'points', 'system', 'acts', 'as', 'a', 'guide', 'to', 'sort', 'out', 'the', 'best', 'candidates', '.']"
8229,"Your application is still evaluated on a number of criteria, not all of them as ""cast in steel"" as the points.","['Your', 'application', 'is', 'still', 'evaluated', 'on', 'a', 'number', 'of', 'criteria', ',', 'not', 'all', 'of', 'them', 'as', '""', 'cast', 'in', 'steel', '""', 'as', 'the', 'points', '.']"
8230,"Go ahead, send in your application.","['Go', 'ahead', ',', 'send', 'in', 'your', 'application', '.']"
8231,NOTE to BEN .,"['NOTE', 'to', 'BEN', '.']"
8232,"67 is the minimum score, anything below that is filed in the ""circular file basket "".","['67', 'is', 'the', 'minimum', 'score', ',', 'anything', 'below', 'that', 'is', 'filed', 'in', 'the', '""', 'circular', 'file', 'basket', '""', '.']"
8233,"Why have a ""minimum "" if it is going to be ignored ?","['Why', 'have', 'a', '""', 'minimum', '""', 'if', 'it', 'is', 'going', 'to', 'be', 'ignored', '?']"
8234,Jim B,"['Jim', 'B']"
8235,Toronto.,"['Toronto', '.']"
8236,I'm mad and don't know what to do!,"['I', ""'m"", 'mad', 'and', 'do', ""n't"", 'know', 'what', 'to', 'do', '!']"
8237,Please help!?,"['Please', 'help', '!', '?']"
8238,"Alright, so my dad had been wanting me to check my e mail for a few days but I never got around to it.","['Alright', ',', 'so', 'my', 'dad', 'had', 'been', 'wanting', 'me', 'to', 'check', 'my', 'e', 'mail', 'for', 'a', 'few', 'days', 'but', 'I', 'never', 'got', 'around', 'to', 'it', '.']"
8239,"(I just thought he wanted me to see one of those chain letter things again) so I fineally checked it, and it was an e mail from southwest airlines telling me the flight dates for out family trip to Florida!!!","['(', 'I', 'just', 'thought', 'he', 'wanted', 'me', 'to', 'see', 'one', 'of', 'those', 'chain', 'letter', 'things', 'again', ')', 'so', 'I', 'fineally', 'checked', 'it', ',', 'and', 'it', 'was', 'an', 'e', 'mail', 'from', 'southwest', 'airlines', 'telling', 'me', 'the', 'flight', 'dates', 'for', 'out', 'family', 'trip', 'to', 'Florida', '!', '!', '!']"
8240,I got so excited!!!!,"['I', 'got', 'so', 'excited', '!', '!', '!', '!']"
8241,It said it was in January but still!!!!,"['It', 'said', 'it', 'was', 'in', 'January', 'but', 'still', '!', '!', '!', '!']"
8242,"So I kept reading and then I saw the dates, it was from mid day Friday and arriving home mid day monday. :(","['So', 'I', 'kept', 'reading', 'and', 'then', 'I', 'saw', 'the', 'dates', ',', 'it', 'was', 'from', 'mid', 'day', 'Friday', 'and', 'arriving', 'home', 'mid', 'day', 'monday', '.', ':(']"
8243,then I think I just kind of stopped smiling and just kind of sat there looking at the dates.,"['then', 'I', 'think', 'I', 'just', 'kind', 'of', 'stopped', 'smiling', 'and', 'just', 'kind', 'of', 'sat', 'there', 'looking', 'at', 'the', 'dates', '.']"
8244,(we live in Pennsylvania btw) I'm mad and upset now!,"['(', 'we', 'live', 'in', 'Pennsylvania', 'btw', ')', 'I', ""'m"", 'mad', 'and', 'upset', 'now', '!']"
